Accessory,Background,Clothes,Eyes,Fur,Headwear,Mouth,_id,description,edition,image,name
None,Green,Wizard Robe,Rocker Makeup,Brown,Rasta,Pizza,61aa7e165f3a3742af4c5ad3,SHIBOSHIS - Official Collection,4609,https://shiboshis.mypinata.cloud/ipfs/QmWdj1DZUSc2PnKhYQ243EQrGkTgktCqLv7uVGfD1s6jnv,Bob Magic
None,Red,None,Pirate Patch,Orange,Crown,Growl,61aa7e165f3a3742af4c5ad4,SHIBOSHIS - Official Collection,4610,https://shiboshis.mypinata.cloud/ipfs/QmTUPDgGdbqCALiUKrM2SPBspC7tkHT9fKoEahELfSKAR6,King Shiboshi
None,Green,DEV,Glasses,Brown,Sombrero,Herb,61aa7e165f3a3742af4c5ad5,SHIBOSHIS - Official Collection,4611,https://shiboshis.mypinata.cloud/ipfs/QmbgP85sVHuwrCnJ3bnQwvPvuqBNwk5SXiw895EwwPCwDb,#4610
None,Green,Cowboy,Cyborg,Orange,Halo,Growl,61aa7e165f3a3742af4c5ad6,SHIBOSHIS - Official Collection,4612,https://shiboshis.mypinata.cloud/ipfs/QmPWwd2RwMf7EhCT6e8YVgu7ty6SoPtuYqkHksbMR8gJ1n,#4611
None,Red,Bat,Cyborg,Orange,Rasta,Pizza,61aa7e165f3a3742af4c5ad7,SHIBOSHIS - Official Collection,4613,https://shiboshis.mypinata.cloud/ipfs/QmSgqSqrD1waopW7ucL4Wo3L71GiwFuNwkHkNsAJc5UzbB,#4612
None,Lightning,Blue Armor,Laser Eyes,Orange,Rasta,Cigarette,61aa7e165f3a3742af4c5ad8,SHIBOSHIS - Official Collection,4614,https://shiboshis.mypinata.cloud/ipfs/QmVBQpMnzXCg54dfqozwqoUs4s5yzWrucfjmfs5v3JpZVg,#4613
None,Beach,Ryoshi,Black Mask,Orange,Party Hat,Normal,61aa7e165f3a3742af4c5ad9,SHIBOSHIS - Official Collection,4615,https://shiboshis.mypinata.cloud/ipfs/QmXcDr9xp5u3hbFXdFZy4sJPLf7jCqVjg87Ry9PtyrVXPM,#4614
None,Lightning,None,Laser Eyes,Brown,Crown,Cigarette,61aa7e165f3a3742af4c5ada,SHIBOSHIS - Official Collection,4616,https://shiboshis.mypinata.cloud/ipfs/QmduQGB4gwpDa33AvLVg4sFKx88xh4YgXgcsLUUAckWzy1,#4615
None,Orange Fade,Tux Shirt,Glasses,Orange,Cowboy Hat,Mask,61aa7e165f3a3742af4c5adb,SHIBOSHIS - Official Collection,4617,https://shiboshis.mypinata.cloud/ipfs/QmRSJUJcJ58KmJcxnTebDB86rNWXTNQ69xvqHRrJ5ftq99,#4616
None,Green,Overalls,Spirals,Brown,Sportband,Pipe,61aa7e165f3a3742af4c5adc,SHIBOSHIS - Official Collection,4618,https://shiboshis.mypinata.cloud/ipfs/QmXJ3VeNZB7HV2TqR8fyyAzLcYyMg2L8TJ4wtEhj4mF5Cd,#4617
None,Space,Ryoshi,Look Forward,Orange,"Captain's Hat",Bone,61aa7e165f3a3742af4c5add,SHIBOSHIS - Official Collection,4619,https://shiboshis.mypinata.cloud/ipfs/QmV9PY6E2vFMzQAZnGDmx381KC7etxNVhaJEmorsK2wtWt,#4618
None,Blue,Astro,Crosseyed,Brown,Cyborg,Mask,61aa7e165f3a3742af4c5ade,SHIBOSHIS - Official Collection,4620,https://shiboshis.mypinata.cloud/ipfs/QmYyxDbujNzDm1sGU6Ay5kUFdg4yTBEeTEbmJgEoWrAa3L,#4619
None,Rainbow,Doctor,Glasses,Orange,Mohawk,Whistle,61aa7e165f3a3742af4c5adf,SHIBOSHIS - Official Collection,4621,https://shiboshis.mypinata.cloud/ipfs/QmRzbpNyFgzajKHAfgPLrnUHLaLQsSgxajmfU7KnrYKrJV,#4620
None,Lightning,Steel,Rocker Makeup,Orange,Crown,Pipe,61aa7e165f3a3742af4c5ae0,SHIBOSHIS - Official Collection,4622,https://shiboshis.mypinata.cloud/ipfs/QmRNyrDR7WPRdAzBmsQW77QxM5u1yk31GAxBUJ922GDcEM,ROBERT DOWNEY INU
None,Purple,Cowboy,Pirate Patch,Orange,Mohawk,Bubblegum,61aa7e165f3a3742af4c5ae1,SHIBOSHIS - Official Collection,4623,https://shiboshis.mypinata.cloud/ipfs/QmXbZho19RifJLm1veAhM8E4EJYa2ARxF55CphrmXBXZnv,#4622
None,Orange,Peace Tank,Look Up,Orange,Blue Hair,Flames,61aa7e165f3a3742af4c5ae2,SHIBOSHIS - Official Collection,4624,https://shiboshis.mypinata.cloud/ipfs/QmfZphDU4Rg56cc1frvTCohHLWrNPZiM5ancduF9VLJGQR,#4623
None,Orange Fade,Overalls,Look Up,Orange,Halo,Bone,61aa7e165f3a3742af4c5ae3,SHIBOSHIS - Official Collection,4625,https://shiboshis.mypinata.cloud/ipfs/QmRyVbdtuvCz4CusDg9hKqypQ4FiR7fnHqxDJSgpx9o59s,#4624
None,Lightning,Poncho,Pirate Patch,Brown,Ryoshi,Flames,61aa7e165f3a3742af4c5ae4,SHIBOSHIS - Official Collection,4626,https://shiboshis.mypinata.cloud/ipfs/QmUP2WsLAW7KZgy5KWH9cFV5Co5T9XmgfNd6uekqs3YYad,#4625
None,Snowy Mountains,Army,Pirate Patch,Orange,Crown,Party Popper,61aa7e165f3a3742af4c5ae5,SHIBOSHIS - Official Collection,4627,https://shiboshis.mypinata.cloud/ipfs/QmNufamKcqnZZKAfxnrk9vt7jg4RJaWZmSSWNKcRhbbKpc,#4626
None,Lightning,Cowboy,Crosseyed,Brown,Party Hat,Herb,61aa7e165f3a3742af4c5ae6,SHIBOSHIS - Official Collection,4628,https://shiboshis.mypinata.cloud/ipfs/QmVdaPWYxvP7Pz6o76Q9WrBAx2PkqinEVzGuPbgRnohgLA,#4627
None,Blue,Orange Gi,Spirals,Brown,Pirate,Bubblegum,61aa7e165f3a3742af4c5ae7,SHIBOSHIS - Official Collection,4629,https://shiboshis.mypinata.cloud/ipfs/QmQKqA1VdudqCU3kC2dbtg3ue9LrJtJQP9jBDcE5Ut65hW,#4628
None,Orange,Army,Spirals,Black,Sportband,Pizza,61aa7e165f3a3742af4c5ae8,SHIBOSHIS - Official Collection,4630,https://shiboshis.mypinata.cloud/ipfs/Qmf1JFgkGdJraehPQCBzk85KYexmiibjqqfrrN3RB168x2,Pi
None,Blue,None,Look Up,Brown,Halo,Whistle,61aa7e165f3a3742af4c5ae9,SHIBOSHIS - Official Collection,4631,https://shiboshis.mypinata.cloud/ipfs/QmZo7tDXpXcV9keQqsewvM2gsara6B1QmfeoDqFBKfFPJm,#4630
None,Beach,Orange Gi,Look Forward,Brown,None,Normal,61aa7e165f3a3742af4c5aea,SHIBOSHIS - Official Collection,4632,https://shiboshis.mypinata.cloud/ipfs/QmWGE7eR5HhssmNuRVgoC366Zx9sE8ahcWAu7CCuyHCwd4,#4631
None,Snowy Mountains,Orange Gi,Look Forward,Brown,Sombrero,Growl,61aa7e165f3a3742af4c5aeb,SHIBOSHIS - Official Collection,4633,https://shiboshis.mypinata.cloud/ipfs/QmcLZfZbff9LNYxAxjLkHegonAPab9XeEyjVHRXJahENKP,#4632
None,Space,Steel,Classic,Orange,Sportband,Normal,61aa7e165f3a3742af4c5aec,SHIBOSHIS - Official Collection,4634,https://shiboshis.mypinata.cloud/ipfs/QmWHdUaYR6ykZBtkjGWkMEfxZQgFB1axFz32yhcthtnoxt,#4633
None,Green,Ryoshi,Laser Eyes,Black,Army,Mask,61aa7e165f3a3742af4c5aed,SHIBOSHIS - Official Collection,4635,https://shiboshis.mypinata.cloud/ipfs/QmTbWWYEu4jLFrGT1YEK93rMKu5vTsBBpDCkS81e2pojdW,#4634
None,Yellow,Army,Spirals,Orange,Army,Herb,61aa7e165f3a3742af4c5aee,SHIBOSHIS - Official Collection,4636,https://shiboshis.mypinata.cloud/ipfs/QmUwemDoUyXTLwB8s4LWwCKcyDKwvSJmpKU6Sk7fMmPGxS,#4635
None,Lightning,Army,Look Up,Orange,University,Normal,61aa7e165f3a3742af4c5aef,SHIBOSHIS - Official Collection,4637,https://shiboshis.mypinata.cloud/ipfs/QmXh2MsSEKnVEmftE7DaPWcqRzCpr5Vq2hVV7sg1DR2xSv,#4636
None,Space,Army,3D Glasses,Brown,Rasta,Smirk,61aa7e165f3a3742af4c5af0,SHIBOSHIS - Official Collection,4638,https://shiboshis.mypinata.cloud/ipfs/QmRp6Ak4b6nw1EFS9bQSRn2FFjBFnuCetRfYBsLr3hSEJ2,#4637
None,Pyramids,Astro,Cyborg,Orange,Clown,Party Popper,61aa7e165f3a3742af4c5af1,SHIBOSHIS - Official Collection,4639,https://shiboshis.mypinata.cloud/ipfs/QmQcAUxSos45Uk6H1ERTmiCavzQ2bGFrnTiMHTJNFkrBXw,#4638
None,Orange Fade,Cowboy,Classic,Black,Party Hat,Pipe,61aa7e165f3a3742af4c5af2,SHIBOSHIS - Official Collection,4640,https://shiboshis.mypinata.cloud/ipfs/QmYQHe3xguLiJaCn9LpeyvCCEGk6kxhbs59iEpinDpmxok,#4639
None,Purple,DEV,Classic,Brown,University,Flames,61aa7e165f3a3742af4c5af3,SHIBOSHIS - Official Collection,4641,https://shiboshis.mypinata.cloud/ipfs/QmbWiZbWyeqxqHKkdYQpwEcRD3QkEwhnb1Qp6TtKYrG31f,#4640
None,Pyramids,Jersey,Classic,Black,Mohawk,Normal,61aa7e165f3a3742af4c5af4,SHIBOSHIS - Official Collection,4642,https://shiboshis.mypinata.cloud/ipfs/QmXNDMXUkxiojcTGrvufdd7KxqQWPNAAb4XYVGL65TCgy2,#4641
None,Red,Astro,Look Forward,Brown,Sportband,Pipe,61aa7e165f3a3742af4c5af5,SHIBOSHIS - Official Collection,4643,https://shiboshis.mypinata.cloud/ipfs/QmYemAQrtnqEomsztsJ3xtRovGAPWADvxiHvQwJbbVz3rv,#4642
None,Yellow,Ryoshi,Rocker Makeup,Orange,Ryoshi,Whistle,61aa7e165f3a3742af4c5af6,SHIBOSHIS - Official Collection,4644,https://shiboshis.mypinata.cloud/ipfs/QmY55VJR7K93WoWLTnCoz2shp2G7znRVM3bnU6DkTkimuC,#4643
None,Orange,Business Suit,Crosseyed,Orange,Party Hat,Smirk,61aa7e165f3a3742af4c5af7,SHIBOSHIS - Official Collection,4645,https://shiboshis.mypinata.cloud/ipfs/QmNgyNa9WQq7pW3UibY1vTWyzM5JZKfiKfeWprzfW6BqCF,#4644
None,Lightning,Ryoshi,3D Glasses,Brown,Blonde Hair,Whistle,61aa7e165f3a3742af4c5af8,SHIBOSHIS - Official Collection,4646,https://shiboshis.mypinata.cloud/ipfs/QmZNHAZWcC4mr95jNAtYwoRWB5qLH15UNK8BDeKsdp9kNW,#4645
None,Blue,Sailor,Laser Eyes,Brown,Blue Hair,Growl,61aa7e165f3a3742af4c5af9,SHIBOSHIS - Official Collection,4647,https://shiboshis.mypinata.cloud/ipfs/QmZmZc96Gc4PHcAnFmyxrBtcxPNh12C6XmiMyDWKXju76S,saiyantoshi shibamoto
None,Space,Rocker Vest,Meme Shades,Orange,Pirate,Mask,61aa7e165f3a3742af4c5afa,SHIBOSHIS - Official Collection,4648,https://shiboshis.mypinata.cloud/ipfs/QmWsh5oh64xgxYGBeW8RUwabASU9QdbnueDp26oUa3tavm,shib army riders mc
None,Snowy Mountains,None,Meme Shades,Brown,Party Hat,Mask,61aa7e165f3a3742af4c5afb,SHIBOSHIS - Official Collection,4649,https://shiboshis.mypinata.cloud/ipfs/QmeqA9sCtHsLSE4i6CNCuBTuSgk3275zMrhoMXsLZW5h7d,#4648
None,Green,No FUD,Classic,Black,Sombrero,Pizza,61aa7e165f3a3742af4c5afc,SHIBOSHIS - Official Collection,4650,https://shiboshis.mypinata.cloud/ipfs/QmXYZEHctaFzPNp5sz8jQeacvdNjHWoetFnf7dMENxZWdg,#4649
None,Purple,Scarf,3D Glasses,Brown,None,Tongue Out,61aa7e165f3a3742af4c5afd,SHIBOSHIS - Official Collection,4651,https://shiboshis.mypinata.cloud/ipfs/QmQ8X7T8ngJCsCNSQ8wCqgJW4LtBSfwzuVVHphKQaE1nqs,#4650
None,Purple,Steel,Red,Orange,Cyborg,Mask,61aa7e165f3a3742af4c5afe,SHIBOSHIS - Official Collection,4652,https://shiboshis.mypinata.cloud/ipfs/Qmer6Tg2act6T3qVRo3bzy2CzbruoHbtbVgs2mzer822yV,#4651
None,Space,Army,Crosseyed,Brown,Sombrero,Party Popper,61aa7e165f3a3742af4c5aff,SHIBOSHIS - Official Collection,4653,https://shiboshis.mypinata.cloud/ipfs/QmNcHACdyrTVFs2KmoHrzz6NTfgkVZWuXBPgTApJuK8Gaz,#4652
None,Green,Doctor,Glasses,Orange,Cyborg,Smirk,61aa7e165f3a3742af4c5b00,SHIBOSHIS - Official Collection,4654,https://shiboshis.mypinata.cloud/ipfs/QmWZUhW6To7GZZjDsX2gcDuCmQhxsvY5NrU6uTFVpRBvxH,NeuroShibgeon
None,Red,Astro,Pirate Patch,Orange,Sportband,Smirk,61aa7e165f3a3742af4c5b01,SHIBOSHIS - Official Collection,4655,https://shiboshis.mypinata.cloud/ipfs/QmXMjCb7JSPRfykp1ayGrfrk2whzXyvYq3cxqYGZQ6AYLu,#4654
None,Orange,Orange Gi,Laser Eyes,Orange,Wizard Hat,Cigarette,61aa7e165f3a3742af4c5b02,SHIBOSHIS - Official Collection,4656,https://shiboshis.mypinata.cloud/ipfs/QmVptNpnk4yLD2sKz7mhiyK8bbw4U3CV2kCB9nvwzzr1iN,#4655
None,Purple,Army,Rocker Makeup,Orange,Army,Smirk,61aa7e165f3a3742af4c5b03,SHIBOSHIS - Official Collection,4657,https://shiboshis.mypinata.cloud/ipfs/QmSbEZrvprSjw6W26CGootLPxbEDxvqr5VuTz3VzQcXdMH,#4656
None,Purple,Cowboy,Crosseyed,Orange,Halo,Cigarette,61aa7e165f3a3742af4c5b04,SHIBOSHIS - Official Collection,4658,https://shiboshis.mypinata.cloud/ipfs/QmbaK5nPN2DsNdT5Q4cLxSuxkSdoBHeAndTs7RopE2ATEn,#4657
None,Beach,Clown,Rocker Makeup,Orange,Wizard Hat,Mask,61aa7e165f3a3742af4c5b05,SHIBOSHIS - Official Collection,4659,https://shiboshis.mypinata.cloud/ipfs/QmQYFKzsTW9s5pUPHcD8SJQCG2hyZCCb4QMCzWB26HzSBt,#4658
None,Yellow,Blue Armor,Classic,Black,Ryoshi,Bone,61aa7e165f3a3742af4c5b06,SHIBOSHIS - Official Collection,4660,https://shiboshis.mypinata.cloud/ipfs/QmQkff9dk8otGdrWsSyeMsaR2H7RyNr7A2BreaGfVTkyHf,#4659
None,Lightning,Steel,3D Glasses,Orange,Mohawk,Bone,61aa7e165f3a3742af4c5b07,SHIBOSHIS - Official Collection,4661,https://shiboshis.mypinata.cloud/ipfs/QmbmYj1wac5id18yFvL2zbmmG9ccbDs6ns9JFc1hz1oTfT,#4660
None,Orange,Blue Armor,Pirate Patch,Brown,Top Hat,Growl,61aa7e165f3a3742af4c5b08,SHIBOSHIS - Official Collection,4662,https://shiboshis.mypinata.cloud/ipfs/QmSaobFf7xmvLaUiYh8PehQanmea13MfxV1NqL9wEK1Lf9,#4661
None,Snowy Mountains,Doctor,Glasses,Orange,"Captain's Hat",Pizza,61aa7e165f3a3742af4c5b09,SHIBOSHIS - Official Collection,4663,https://shiboshis.mypinata.cloud/ipfs/QmUvLr75jq8zq3E7eEUYCzqQe1tuUZBPJi19MvJN2YjyBX,#4662
None,Purple,Wizard Robe,Rocker Makeup,Orange,Clown,Smirk,61aa7e165f3a3742af4c5b0a,SHIBOSHIS - Official Collection,4664,https://shiboshis.mypinata.cloud/ipfs/QmXqdq713pGQXrCRBfczKfktyTjCGkELPqKCK3wU6DFPd7,#4663
None,Pyramids,Bat,Cyborg,Brown,Rasta,Whistle,61aa7e165f3a3742af4c5b0b,SHIBOSHIS - Official Collection,4665,https://shiboshis.mypinata.cloud/ipfs/QmUt7hr81AJYKoCYa41Lrs8XYKn7ksCe24kMtHJejmyPks,#4664
None,Rainbow,Clown,Rocker Makeup,Orange,Cowboy Hat,Smirk,61aa7e165f3a3742af4c5b0c,SHIBOSHIS - Official Collection,4666,https://shiboshis.mypinata.cloud/ipfs/Qmd7cHxKg9ZW4cPJev1DbazQU2fhDH4vYjKYe9jmGSZqnV,#4665
None,Green,No FUD,Cyborg,Black,University,Normal,61aa7e165f3a3742af4c5b0d,SHIBOSHIS - Official Collection,4667,https://shiboshis.mypinata.cloud/ipfs/QmXVEwrqM8cdBmR5RCBJstki2TaupUHUbxS3b1wTHh8evK,#4666
None,Beach,Poncho,Black Mask,Black,Halo,Herb,61aa7e165f3a3742af4c5b0e,SHIBOSHIS - Official Collection,4668,https://shiboshis.mypinata.cloud/ipfs/QmWHnuX1X8EveujXUvV4cVmW1MfNG27wwWgwjeHPGZf7NB,#4667
None,Yellow,Cowboy,Glasses,Black,Blue Hair,Bubblegum,61aa7e165f3a3742af4c5b0f,SHIBOSHIS - Official Collection,4669,https://shiboshis.mypinata.cloud/ipfs/QmdkKeWcuv7fmwF5HUXN9JEyGdcLutuNP6wCh1r4UAm4RY,#4668
None,Snowy Mountains,No FUD,3D Glasses,Orange,Halo,Normal,61aa7e165f3a3742af4c5b10,SHIBOSHIS - Official Collection,4670,https://shiboshis.mypinata.cloud/ipfs/QmPdX5saBoHqeUDJaTuzM5aCNAp5CfFBQ8n9sp14gZkMML,THE NO FUD
None,Rainbow,Doctor,Meme Shades,Black,None,Whistle,61aa7e165f3a3742af4c5b11,SHIBOSHIS - Official Collection,4671,https://shiboshis.mypinata.cloud/ipfs/QmRH7AUPUUxCuU5fLjHj9EtE5RJ7cgXKRG9ADbgK3brH6d,#4670
None,Orange,Blue Armor,Look Up,Brown,None,Bubblegum,61aa7e165f3a3742af4c5b12,SHIBOSHIS - Official Collection,4672,https://shiboshis.mypinata.cloud/ipfs/Qmae6WC3ZdodE715ZkyWVsGmhC7hHHpFotiB6T3tXkCqC1,#4671
None,Purple,Ryoshi,Meme Shades,Brown,Army,Bubblegum,61aa7e165f3a3742af4c5b13,SHIBOSHIS - Official Collection,4673,https://shiboshis.mypinata.cloud/ipfs/QmcFGgcnXKNZPx4tuFad4fX7aTUaPZEBD3pt5CgPBcAvTF,#4672
None,Blue,No FUD,Red,Orange,Wizard Hat,Bubblegum,61aa7e165f3a3742af4c5b14,SHIBOSHIS - Official Collection,4674,https://shiboshis.mypinata.cloud/ipfs/QmVpVCdd8ToGmqZT26iUFoX8bWF8iK5H6HgCD3DqiWhZP6,#4673
None,Blue,Wizard Robe,Look Forward,Orange,None,Cigarette,61aa7e165f3a3742af4c5b15,SHIBOSHIS - Official Collection,4675,https://shiboshis.mypinata.cloud/ipfs/Qma5y8vcRb36ufzgYSeRhM5HYqAknqNbRToZGvsFRWKpri,#4674
None,Yellow,Doctor,Monocle,Orange,Crown,Whistle,61aa7e165f3a3742af4c5b16,SHIBOSHIS - Official Collection,4676,https://shiboshis.mypinata.cloud/ipfs/QmQbbj964FTEUpwi1ETTCPvurLMe32Y9vD8ptFqDMfvNQ8,#4675
None,Yellow,Astro,Wink,Brown,Army,Bubblegum,61aa7e165f3a3742af4c5b17,SHIBOSHIS - Official Collection,4677,https://shiboshis.mypinata.cloud/ipfs/QmdqoaHE2Ti3xx4C9iHBkABA552uR7ZTQQ9AzR2Tsya4J9,#4676
None,Orange Fade,Business Suit,Red,Black,Beanie,Tongue Out,61aa7e165f3a3742af4c5b18,SHIBOSHIS - Official Collection,4678,https://shiboshis.mypinata.cloud/ipfs/QmecYC1zNppgE8tx6sVJMYdTVZiqRtyKge4vtRA9X7mi2u,#4677
None,Red,Wizard Robe,Monocle,Orange,Sombrero,Herb,61aa7e165f3a3742af4c5b19,SHIBOSHIS - Official Collection,4679,https://shiboshis.mypinata.cloud/ipfs/QmerAXwdTCec8UvAGg5Y6nm5heHqbgtSuxhpgn8rytDQkt,#4678
None,Lightning,Cowboy,Classic,Orange,Blue Hair,Cigarette,61aa7e165f3a3742af4c5b1a,SHIBOSHIS - Official Collection,4680,https://shiboshis.mypinata.cloud/ipfs/QmTiKYEhSa6TL1q1dyJVHg46xhLwDC82vkGha25h7sHcWY,#4679
None,Snowy Mountains,DEV,Monocle,Black,Blue Hair,Flames,61aa7e165f3a3742af4c5b1b,SHIBOSHIS - Official Collection,4681,https://shiboshis.mypinata.cloud/ipfs/QmUynVFVH5DgWmJcF7up8y1uUaRsBRZLs8UzhmeQe1UonS,#4680
None,Orange Fade,No FUD,Spirals,Orange,Mohawk,Herb,61aa7e165f3a3742af4c5b1c,SHIBOSHIS - Official Collection,4682,https://shiboshis.mypinata.cloud/ipfs/QmTL2S85VjcTZZSDHqZKXDkRoyvQdaeg1ECgkD7Byekev4,#4681
None,Blue,Ryoshi,Wink,Orange,Blue Hair,Pizza,61aa7e165f3a3742af4c5b1d,SHIBOSHIS - Official Collection,4683,https://shiboshis.mypinata.cloud/ipfs/Qmd12c6Lz9KyLPHKaCQmgE5SkpERjwpXeFcqLGYgzPLUDA,Ryoshi Pizza
None,Lightning,No FUD,Black Mask,Orange,"Captain's Hat",Flames,61aa7e165f3a3742af4c5b1e,SHIBOSHIS - Official Collection,4684,https://shiboshis.mypinata.cloud/ipfs/QmaHetTnwpkP9r2gnCiQKjr5hfDCoZNhfn6hvzBjv4FbtT,Captain Nofud
None,Space,Jersey,Rocker Makeup,Brown,Party Hat,Pipe,61aa7e165f3a3742af4c5b1f,SHIBOSHIS - Official Collection,4685,https://shiboshis.mypinata.cloud/ipfs/QmcxsR1JQa1oUVsNzQ7XjVzQq8epiMPH9eFx9i91QfAZup,#4684
None,Beach,Steel,Cyborg,Brown,Sombrero,Normal,61aa7e165f3a3742af4c5b20,SHIBOSHIS - Official Collection,4686,https://shiboshis.mypinata.cloud/ipfs/QmdEiM9EGuCNMsJ6RxFKtFdF6MJWqRV6SWjYjbdnP9XvKd,#4685
None,Space,None,Rocker Makeup,Orange,Party Hat,Bubblegum,61aa7e165f3a3742af4c5b21,SHIBOSHIS - Official Collection,4687,https://shiboshis.mypinata.cloud/ipfs/QmYp9q5SYZ6DhW2oXEysvRW5eivuwV5cNaYyFRfRkPtiPq,#4686
None,Orange,Doctor,Spirals,Orange,Blonde Hair,Normal,61aa7e165f3a3742af4c5b22,SHIBOSHIS - Official Collection,4688,https://shiboshis.mypinata.cloud/ipfs/QmRoJAvuDvQw1VoW32JN6SNi5nVE73JhcxYiVRakAUUBBo,#4687
None,Red,Scarf,Classic,Orange,Clown,Bone,61aa7e165f3a3742af4c5b23,SHIBOSHIS - Official Collection,4689,https://shiboshis.mypinata.cloud/ipfs/QmRokVVfh1dREmz688fPoswSnQnVBn31AF1v6x1fKebiHM,#4688
None,Green,Cowboy,Meme Shades,Black,Ryoshi,Whistle,61aa7e165f3a3742af4c5b24,SHIBOSHIS - Official Collection,4690,https://shiboshis.mypinata.cloud/ipfs/QmSECu6DWdRtwCBLSV2CyC9CJsTSpArq6FGE52fbkW1c1s,#4689
None,Rainbow,Steel,Rocker Makeup,Brown,Army,Pizza,61aa7e165f3a3742af4c5b25,SHIBOSHIS - Official Collection,4691,https://shiboshis.mypinata.cloud/ipfs/QmZbKH9HKdTQVRcsyxGMqpGaGGZVrrpugUiKpBbze8pbMQ,#4690
None,Purple,DEV,Crosseyed,Brown,Sombrero,Normal,61aa7e165f3a3742af4c5b26,SHIBOSHIS - Official Collection,4692,https://shiboshis.mypinata.cloud/ipfs/QmfHCPtvF7TEWyYWhkEtUoHCZhjYBVRsacdjfzHDhgHz38,#4691
None,Rainbow,Steel,Rocker Makeup,Brown,Sportband,Bubblegum,61aa7e165f3a3742af4c5b27,SHIBOSHIS - Official Collection,4693,https://shiboshis.mypinata.cloud/ipfs/QmSsomdJM6pbC833Qxq7LAwjGTHAFfASac4RXBdThhdHMM,#4692
None,Yellow,Poncho,Spirals,Orange,None,Cigarette,61aa7e165f3a3742af4c5b28,SHIBOSHIS - Official Collection,4694,https://shiboshis.mypinata.cloud/ipfs/QmTzsWLD4y8oCyYu8i5nxsuWycFxroRgkCyCvoxpiHBAP6,#4693
None,Rainbow,Bat,Monocle,Orange,Army,Cigarette,61aa7e165f3a3742af4c5b29,SHIBOSHIS - Official Collection,4695,https://shiboshis.mypinata.cloud/ipfs/QmRyumohDaXh51adH8wXC9T7DMsLBDRTxVyTTbYfkt64cz,#4694
None,Green,Orange Gi,Look Up,Orange,Crown,Herb,61aa7e165f3a3742af4c5b2a,SHIBOSHIS - Official Collection,4696,https://shiboshis.mypinata.cloud/ipfs/QmZf9eKiG9dATzyyHHSPnBXRtLdAdztdStrFNXaQBXdHfE,King of Weed
None,Blue,Business Suit,Crosseyed,Brown,Wizard Hat,Herb,61aa7e165f3a3742af4c5b2b,SHIBOSHIS - Official Collection,4697,https://shiboshis.mypinata.cloud/ipfs/Qmf4qbai7hoXbnESQ6fenYvX5LK8qXXSYfTzk7XQY4F3fp,#4696
None,Orange,Orange Gi,Wink,Black,Cowboy Hat,Tongue Out,61aa7e165f3a3742af4c5b2c,SHIBOSHIS - Official Collection,4698,https://shiboshis.mypinata.cloud/ipfs/QmRSHTAijiFFQfHE812F7rLriT5jx6rvxJ9v4FVa69Rsvj,#4697
None,Green,Scarf,Red,Orange,Crown,Party Popper,61aa7e165f3a3742af4c5b2d,SHIBOSHIS - Official Collection,4699,https://shiboshis.mypinata.cloud/ipfs/QmaAB8vuWYe6sPK3S2EzXxkx7mdie3yu8Wxu38ZB3LusWU,Bella
None,Green,No FUD,Rocker Makeup,Orange,Halo,Whistle,61aa7e165f3a3742af4c5b2e,SHIBOSHIS - Official Collection,4700,https://shiboshis.mypinata.cloud/ipfs/QmZ6ir7Hc3ZTLNgC6n1MKRMQQzQXrXmxAKkX4yfEYh7NUE,#4699
None,Purple,Army,Classic,Brown,Crown,Bone,61aa7e165f3a3742af4c5b2f,SHIBOSHIS - Official Collection,4701,https://shiboshis.mypinata.cloud/ipfs/QmeSj6fBo2mw1LwpbJee7DoUX6n2QJFFgqJ2Tm34W17XyM,#4700
None,Orange,Wizard Robe,Meme Shades,Black,Devil Horns,Mask,61aa7e165f3a3742af4c5b30,SHIBOSHIS - Official Collection,4702,https://shiboshis.mypinata.cloud/ipfs/QmPd1TsCiJJh9MqTBhCVScAVHbc8CFDftHgErTzmnzqY5z,#4701
None,Blue,Rocker Vest,Spirals,Black,Party Hat,Smirk,61aa7e165f3a3742af4c5b31,SHIBOSHIS - Official Collection,4703,https://shiboshis.mypinata.cloud/ipfs/QmbHNDdjvZ9VmrPFZ9vEXhjGYUZzNCjw1BnLsVvTjGmBrb,#4702
None,Green,Doctor,Look Up,Brown,Sportband,Bubblegum,61aa7e165f3a3742af4c5b32,SHIBOSHIS - Official Collection,4704,https://shiboshis.mypinata.cloud/ipfs/QmbtqfZcHoJ4SaQNvaxecPQr2jL6ZwYoi3dx9XshXhCRmi,#4703
None,Space,Army,Meme Shades,Orange,Sombrero,Mask,61aa7e165f3a3742af4c5b33,SHIBOSHIS - Official Collection,4705,https://shiboshis.mypinata.cloud/ipfs/QmRiRrQQ2TbGxZmweRc8LVkCsMBiLbauFuxtPd7dTumbnf,#4704
None,Purple,Overalls,Classic,Brown,Mohawk,Smirk,61aa7e165f3a3742af4c5b34,SHIBOSHIS - Official Collection,4706,https://shiboshis.mypinata.cloud/ipfs/QmbZYZspfa9h3UXLaSr5rJmBMdz91bp2fZbZiC87CtYpBX,#4705
None,Yellow,No FUD,Classic,Brown,University,Growl,61aa7e165f3a3742af4c5b35,SHIBOSHIS - Official Collection,4707,https://shiboshis.mypinata.cloud/ipfs/QmbXUwSs7A2xaMEWD5uh2GhUEEuvRy3eMuZ6oevccwf8ya,#4706
